OTU,Sample,Common,Gender,Abundance,Phylum,Class,Order,Family,Genus,Species
ASV26,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV27,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV28,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV29,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV3,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV30,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV31,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV32,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV33,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV34,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV35,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV36,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV37,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV38,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV39,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV4,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV40,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV41,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV42,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV43,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV44,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV45,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV46,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV47,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV48,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV49,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV50,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV51,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV55,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV56,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV57,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV58,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV59,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV60,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV61,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV65,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV66,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV67,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV68,S15,SR,M,0,Arthropoda,Insecta,,,insect,
ASV70,S15,SR,M,0,Arthropoda,Insecta,,,insect,
ASV71,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV72,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV73,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV74,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,
ASV75,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV76,S15,SR,M,0,Arthropoda,Insecta,,,insect,
ASV77,S15,SR,M,0,Arthropoda,Insecta,,,insect,
ASV78,S15,SR,M,0,Arthropoda,Insecta,,,insect,
ASV79,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV80,S15,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV2,S16,SR,M,6743,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV5,S16,SR,M,5403,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV6,S16,SR,M,4722,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV8,S16,SR,M,3935,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV1,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV10,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV11,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV12,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV13,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV14,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV15,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV16,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV17,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV18,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV19,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV20,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV21,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV22,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV23,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV24,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV25,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV26,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV27,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV28,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV29,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV3,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV30,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV31,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV32,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV33,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV34,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV35,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV36,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV37,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV38,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV39,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV4,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV40,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV41,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV42,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV43,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV44,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV45,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV46,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV47,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV48,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV49,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV50,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV51,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV52,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV53,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV54,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV55,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV56,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV57,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV58,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV59,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV60,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV61,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV62,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV63,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV64,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV65,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV66,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV67,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV68,S16,SR,M,0,Arthropoda,Insecta,,,insect,
ASV69,S16,SR,M,0,Arthropoda,Insecta,,,insect,
ASV7,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV70,S16,SR,M,0,Arthropoda,Insecta,,,insect,
ASV71,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV72,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV73,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV74,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,
ASV75,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV76,S16,SR,M,0,Arthropoda,Insecta,,,insect,
ASV77,S16,SR,M,0,Arthropoda,Insecta,,,insect,
ASV78,S16,SR,M,0,Arthropoda,Insecta,,,insect,
ASV79,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV80,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV81,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,
ASV9,S16,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV2,S17,SR,M,4293,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV5,S17,SR,M,3617,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV6,S17,SR,M,3064,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV8,S17,SR,M,2364,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV9,S17,SR,M,223,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV10,S17,SR,M,220,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV11,S17,SR,M,176,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV12,S17,SR,M,144,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV1,S17,SR,M,114,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV3,S17,SR,M,104,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV7,S17,SR,M,88,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV65,S17,SR,M,83,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV4,S17,SR,M,82,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV66,S17,SR,M,74,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV52,S17,SR,M,63,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV72,S17,SR,M,22,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV13,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV14,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV15,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV16,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV17,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV18,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV19,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV20,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV21,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV22,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV23,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV24,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV25,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV26,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV27,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV28,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV29,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV30,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV31,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV32,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV33,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV34,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV35,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV36,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV37,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV38,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV39,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV40,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV41,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV42,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV43,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV44,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV45,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV46,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV47,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV48,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV49,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV50,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV51,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV53,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV54,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV55,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV56,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV57,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV58,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV59,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV60,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV61,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV62,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV63,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV64,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV67,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV68,S17,SR,M,0,Arthropoda,Insecta,,,insect,
ASV69,S17,SR,M,0,Arthropoda,Insecta,,,insect,
ASV70,S17,SR,M,0,Arthropoda,Insecta,,,insect,
ASV71,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV73,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV74,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,
ASV75,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV76,S17,SR,M,0,Arthropoda,Insecta,,,insect,
ASV77,S17,SR,M,0,Arthropoda,Insecta,,,insect,
ASV78,S17,SR,M,0,Arthropoda,Insecta,,,insect,
ASV79,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV80,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,
ASV81,S17,SR,M,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,
ASV9,S18,MRBD,F,5214,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV10,S18,MRBD,F,4189,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV11,S18,MRBD,F,3710,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV12,S18,MRBD,F,2995,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV15,S18,MRBD,F,1562,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV16,S18,MRBD,F,1268,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV19,S18,MRBD,F,1179,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV25,S18,MRBD,F,1034,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV26,S18,MRBD,F,1024,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV23,S18,MRBD,F,935,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV28,S18,MRBD,F,841,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV27,S18,MRBD,F,773,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV30,S18,MRBD,F,733,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV29,S18,MRBD,F,578,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV31,S18,MRBD,F,530,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV43,S18,MRBD,F,344,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV51,S18,MRBD,F,287,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV56,S18,MRBD,F,222,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV34,S18,MRBD,F,208,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV57,S18,MRBD,F,208,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV55,S18,MRBD,F,207,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,
ASV58,S18,MRBD,F,188,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV37,S18,MRBD,F,172,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV59,S18,MRBD,F,155,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV40,S18,MRBD,F,146,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV44,S18,MRBD,F,126,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV2,S18,MRBD,F,67,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Campostoma,anomalum
ASV3,S18,MRBD,F,40,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV67,S18,MRBD,F,35,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV71,S18,MRBD,F,16,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV1,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV13,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV14,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV17,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV18,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV20,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV21,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV22,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,raneyi
ASV24,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV32,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV33,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV35,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV36,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV38,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV39,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
ASV4,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,platyrhynchus
ASV41,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,
ASV42,S18,MRBD,F,0,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,oreas
